theater_id,theater_name,movie_id,title,release_date,duration,rating,star,poster,format,date,showtimes
3017,新宿ピカデリー,105470,白鳥とコウモリ,9月4日公開,145分,G,3.9,https://media.eiga.com/images/movie/105470/photo/b71a5d26922f5925/320.jpg,通常,2026-09-06,"8:25,10:20,13:30,14:55,19:05,20:45"
3017,新宿ピカデリー,105470,白鳥とコウモリ,9月4日公開,145分,G,3.9,https://media.eiga.com/images/movie/105470/photo/b71a5d26922f5925/320.jpg,通常,2026-09-07,"8:10,10:20,13:30,16:45,19:05,20:35"
3017,新宿ピカデリー,105470,白鳥とコウモリ,9月4日公開,145分,G,3.9,https://media.eiga.com/images/movie/105470/photo/b71a5d26922f5925/320.jpg,通常,2026-09-08,"8:10,11:20,14:30,16:05,18:40,21:00"
3017,新宿ピカデリー,106287,バックルームズ,9月4日公開,126分,G,3.1,https://media.eiga.com/images/movie/106287/photo/b6625e073a2997ed/320.jpg,字幕,2026-09-06,"16:00,18:00,21:25"
3017,新宿ピカデリー,106287,バックルームズ,9月4日公開,126分,G,3.1,https://media.eiga.com/images/movie/106287/photo/b6625e073a2997ed/320.jpg,字幕,2026-09-07,"11:15,15:00,17:45"
3017,新宿ピカデリー,106287,バックルームズ,9月4日公開,126分,G,3.1,https://media.eiga.com/images/movie/106287/photo/b6625e073a2997ed/320.jpg,字幕,2026-09-08,"10:40,15:10,18:00"
3017,新宿ピカデリー,106287,バックルームズ,9月4日公開,126分,G,3.1,https://media.eiga.com/images/movie/106287/photo/b6625e073a2997ed/320.jpg,吹替,2026-09-06,11:30
3017,新宿ピカデリー,106287,バックルームズ,9月4日公開,126分,G,3.1,https://media.eiga.com/images/movie/106287/photo/b6625e073a2997ed/320.jpg,吹替,2026-09-07,14:00
3017,新宿ピカデリー,106287,バックルームズ,9月4日公開,126分,G,3.1,https://media.eiga.com/images/movie/106287/photo/b6625e073a2997ed/320.jpg,吹替,2026-09-08,13:30
3017,新宿ピカデリー,104483,ハルバーシュタットの埋蔵金,9月4日公開,115分,G,3.0,https://media.eiga.com/images/movie/104483/photo/3fef3d8db9ae8979/320.jpg,字幕,2026-09-06,"8:50,11:20,14:35,22:05"
3017,新宿ピカデリー,104483,ハルバーシュタットの埋蔵金,9月4日公開,115分,G,3.0,https://media.eiga.com/images/movie/104483/photo/3fef3d8db9ae8979/320.jpg,字幕,2026-09-07,"8:05,12:55,15:35,21:10"
3017,新宿ピカデリー,104483,ハルバーシュタットの埋蔵金,9月4日公開,115分,G,3.0,https://media.eiga.com/images/movie/104483/photo/3fef3d8db9ae8979/320.jpg,字幕,2026-09-08,"8:40,13:30,16:15,21:40"
3017,新宿ピカデリー,106285,冴えないボクと映えるキミ,9月4日公開,141分,G,3.6,https://media.eiga.com/images/movie/106285/photo/6a5a6d309ce532f7/320.jpg,字幕,2026-09-06,"11:10,16:05,21:15"
3017,新宿ピカデリー,106285,冴えないボクと映えるキミ,9月4日公開,141分,G,3.6,https://media.eiga.com/images/movie/106285/photo/6a5a6d309ce532f7/320.jpg,字幕,2026-09-07,"11:05,15:50,21:30"
3017,新宿ピカデリー,106285,冴えないボクと映えるキミ,9月4日公開,141分,G,3.6,https://media.eiga.com/images/movie/106285/photo/6a5a6d309ce532f7/320.jpg,字幕,2026-09-08,"11:05,15:35,21:20"
3017,新宿ピカデリー,106052,べべフィン・ザ・ムービー　うたとまほうのピンキッツワールド,9月4日公開,65分,G,－,https://media.eiga.com/images/movie/106052/photo/a16f01a694a535d8/320.jpg,吹替,2026-09-06,10:50
3017,新宿ピカデリー,106052,べべフィン・ザ・ムービー　うたとまほうのピンキッツワールド,9月4日公開,65分,G,－,https://media.eiga.com/images/movie/106052/photo/a16f01a694a535d8/320.jpg,吹替,2026-09-07,10:50
3017,新宿ピカデリー,106052,べべフィン・ザ・ムービー　うたとまほうのピンキッツワールド,9月4日公開,65分,G,－,https://media.eiga.com/images/movie/106052/photo/a16f01a694a535d8/320.jpg,吹替,2026-09-08,11:00
3017,新宿ピカデリー,103169,時には懺悔を,8月28日公開,128分,G,4.0,https://media.eiga.com/images/movie/103169/photo/5f0da4bd2864bd67/320.jpg,通常,2026-09-06,"8:15,19:05"
3017,新宿ピカデリー,103169,時には懺悔を,8月28日公開,128分,G,4.0,https://media.eiga.com/images/movie/103169/photo/5f0da4bd2864bd67/320.jpg,通常,2026-09-07,"8:10,18:50"
3017,新宿ピカデリー,103169,時には懺悔を,8月28日公開,128分,G,4.0,https://media.eiga.com/images/movie/103169/photo/5f0da4bd2864bd67/320.jpg,通常,2026-09-08,"8:10,18:35"
